list,list_idx,list_id,item_type,pv_modality,correct_response_pv,concept,property,item_id,wm_modality,wm_load,wm_instruction,correct_response_wm,son,sonb,image1,image2,image3,image1b,image2b,image3b
C,10,C_10,critical,au,True,WHISTLE,shrill,46,vi,1,You will see 1 image,Same,,,b.bmp,,,b.bmp,,
C,11,C_11,critical,au,True,FLOOR,creaky,48,vi,1,You will see 1 image,Same,,,d.bmp,,,d.bmp,,
D,0,D_0,critical,au,True,MICROWAVE,beeping,49,vi,3,You will see 3 images,Same,,,k.bmp,8.bmp,l.bmp,k.bmp,8.bmp,l.bmp
D,1,D_1,critical,vi,True,RAVEN,black,18,vi,3,You will see 3 images,Same,,,2.bmp,6.bmp,f.bmp,2.bmp,6.bmp,f.bmp
D,2,D_2,critical,vi,True,LADYBUG,spotted,13,vi,3,You will see 3 images,Same,,,1.bmp,3.bmp,9.bmp,1.bmp,3.bmp,9.bmp
D,3,D_3,critical,vi,True,FILM,watched,15,vi,3,You will see 3 images,Same,,,3.bmp,7.bmp,10.bmp,3.bmp,7.bmp,10.bmp
D,4,D_4,critical,vi,True,FOREST,shady,16,vi,3,You will see 3 images,Same,,,k.bmp,l.bmp,a.bmp,k.bmp,l.bmp,a.bmp
D,5,D_5,critical,vi,True,JEWEL,brilliant,17,vi,3,You will see 3 images,Same,,,10.bmp,2.bmp,6.bmp,10.bmp,2.bmp,6.bmp
D,6,D_6,critical,au,True,VOICE,deep,54,vi,3,You will see 3 images,Same,,,6.bmp,7.bmp,h.bmp,6.bmp,7.bmp,h.bmp
D,7,D_7,critical,au,True,PHONE,ringing,52,vi,3,You will see 3 images,Same,,,l.bmp,a.bmp,e.bmp,l.bmp,a.bmp,e.bmp
D,8,D_8,critical,au,True,CREAK,audible,51,vi,3,You will see 3 images,Same,,,10.bmp,c.bmp,d.bmp,10.bmp,c.bmp,d.bmp
D,9,D_9,critical,au,True,BELL,ringing,50,vi,3,You will see 3 images,Same,,,11.bmp,9.bmp,10.bmp,11.bmp,9.bmp,10.bmp
D,10,D_10,critical,vi,True,SQUIRREL,gray,14,vi,3,You will see 3 images,Same,,,a.bmp,g.bmp,e.bmp,a.bmp,g.bmp,e.bmp
D,11,D_11,critical,au,True,LION,heard,53,vi,3,You will see 3 images,Same,,,11.bmp,1.bmp,5.bmp,11.bmp,1.bmp,5.bmp
,,,critical,vi,True,LEMON,yellow,1,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,ANGEL,winged,2,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,RING,golden,3,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,BANANA,curved,4,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,GAUZE,white,5,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,CIGAR,brown,6,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,vi,True,LIP,pink,19,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,vi,True,MAGAZINE,colorful,20,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,vi,True,EGG,oval,21,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,vi,True,BUTTERFLY,multicolored,22,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,vi,True,WATERMELON,round,23,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,vi,True,FLAG,striped,24,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,CHICK,chirping,37,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,STORM,thunderous,38,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,FLOORBOARD,creaky,39,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,PIGEON,cooing,40,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,PRAYER,spoken,41,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,COW,mooing,42,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,critical,au,True,AMBULANCE,deafening,55,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,CHANGE,jingling,56,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,BABY,babbling,57,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,DUCK,quacking,58,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,SONG,hummed,59,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,critical,au,True,CAT,purring,60,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,filler,vi,False,RACISM,green,73,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,PLEASURE,bony,74,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,BISCUIT,sour,75,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,LETTUCE,laughing,76,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,ART,peppery,77,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,BEER,distilled,78,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,vi,False,WAFFLE,mixed,79,vi,1,You will see 1 image,Different,,,7.bmp,,,5.bmp,,
,,,filler,vi,False,MONARCHY,republican,80,vi,1,You will see 1 image,Different,,,e.bmp,,,c.bmp,,
,,,filler,vi,False,GLORY,paved,81,vi,1,You will see 1 image,Different,,,5.bmp,,,8.bmp,,
,,,filler,vi,False,WAR,lined,82,vi,1,You will see 1 image,Different,,,k.bmp,,,a.bmp,,
,,,filler,vi,False,HOSPITAL,sick,83,vi,1,You will see 1 image,Different,,,10.bmp,,,7.bmp,,
,,,filler,vi,False,LINOLEUM,leather,84,vi,1,You will see 1 image,Different,,,f.bmp,,,c.bmp,,
,,,filler,vi,False,RAINBOW,powdery,85,vi,3,You will see 3 images,Different,,,1.bmp,5.bmp,9.bmp,3.bmp,3.bmp,9.bmp
,,,filler,vi,False,ATROCITY,wooly,86,vi,3,You will see 3 images,Different,,,k.bmp,c.bmp,d.bmp,a.bmp,c.bmp,e.bmp
,,,filler,vi,False,LAVA,cold,87,vi,3,You will see 3 images,Different,,,3.bmp,6.bmp,a.bmp,3.bmp,7.bmp,7.bmp
,,,filler,vi,False,HATE,warm,88,vi,3,You will see 3 images,Different,,,k.bmp,l.bmp,a.bmp,6.bmp,l.bmp,k.bmp
,,,filler,vi,False,DEATH,thin,89,vi,3,You will see 3 images,Different,,,7.bmp,2.bmp,11.bmp,7.bmp,6.bmp,4.bmp
,,,filler,vi,False,RABBI,catholic,90,vi,3,You will see 3 images,Different,,,3.bmp,11.bmp,9.bmp,6.bmp,11.bmp,9.bmp
,,,filler,au,False,ERASER,hairy,91,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,FREEDOM,solar,92,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,LEAD,light,93,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,SLEEP,muscular,94,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,OIL,crushed,95,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,MESS,aligned,96,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,au,False,HELL,funny,97,au,1,You will hear 1 sound,Different,2.wav,8.wav,,,,,,
,,,filler,au,False,LIGHT,brown,98,au,1,You will hear 1 sound,Different,6.wav,1.wav,,,,,,
,,,filler,au,False,CANDOUR,silent,99,au,1,You will hear 1 sound,Different,7.wav,2.wav,,,,,,
,,,filler,au,False,WICKIDNESS,struck,100,au,1,You will hear 1 sound,Different,8.wav,3.wav,,,,,,
,,,filler,au,False,SUSPICION,polyester,101,au,1,You will hear 1 sound,Different,9.wav,7.wav,,,,,,
,,,filler,au,False,STONE,buoyant,102,au,1,You will hear 1 sound,Different,10.wav,4.wav,,,,,,
,,,filler,au,False,FAIRNESS,washed,103,au,3,You will hear 3 sounds,Different,35.wav,37.wav,,,,,,
,,,filler,au,False,TIRE,triangular,104,au,3,You will hear 3 sounds,Different,31.wav,38.wav,,,,,,
,,,filler,au,False,JUPITER,visited,105,au,3,You will hear 3 sounds,Different,32.wav,39.wav,,,,,,
,,,filler,au,False,GRANITE,flexible,106,au,3,You will hear 3 sounds,Different,33.wav,36.wav,,,,,,
,,,filler,au,False,DIFFICULTY,appetizing,107,au,3,You will hear 3 sounds,Different,34.wav,40.wav,,,,,,
,,,filler,au,False,RING,unfaithful,108,au,3,You will hear 3 sounds,Different,41.wav,37.wav,,,,,,
,,,filler,vi,False,SNOW,sweaty,109,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,ECOLOGY,polluted,110,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,JAM,crunchy,111,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,DISEASE,snowy,112,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,NUN,married,113,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,PEPPER,bland,114,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,vi,False,BETRAYAL,tickled,115,au,1,You will hear 1 sound,Different,8.wav,9.wav,,,,,,
,,,filler,vi,False,HAMSTER,rocky,116,au,1,You will hear 1 sound,Different,1.wav,2.wav,,,,,,
,,,filler,vi,False,SUFFERING,laminated,117,au,1,You will hear 1 sound,Different,2.wav,4.wav,,,,,,
,,,filler,vi,False,AIR,hit,118,au,1,You will hear 1 sound,Different,3.wav,5.wav,,,,,,
,,,filler,vi,False,SAFEGUARD,caramelized,119,au,1,You will hear 1 sound,Different,7.wav,5.wav,,,,,,
,,,filler,vi,False,COMFORT,slippery,120,au,1,You will hear 1 sound,Different,11.wav,6.wav,,,,,,
,,,filler,vi,False,STUDY,wailing,121,au,3,You will hear 3 sounds,Different,31.wav,35.wav,,,,,,
,,,filler,vi,False,JOY,floating,122,au,3,You will hear 3 sounds,Different,37.wav,36.wav,,,,,,
,,,filler,vi,False,DRESS,metallic,123,au,3,You will hear 3 sounds,Different,38.wav,40.wav,,,,,,
,,,filler,vi,False,CREATION,perverse,124,au,3,You will hear 3 sounds,Different,39.wav,37.wav,,,,,,
,,,filler,vi,False,ASHTRAY,lightened,125,au,3,You will hear 3 sounds,Different,40.wav,38.wav,,,,,,
,,,filler,vi,False,TRUTH,rough,126,au,3,You will hear 3 sounds,Different,36.wav,41.wav,,,,,,
,,,filler,au,False,FAULT,drumming,127,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,INTELLIGENCE,hairless,128,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,DEVIL,angelic,129,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,METEOR,launching,130,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,CACTUS,caressed,131,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,PAIN,fibrous,132,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,au,False,HURRICANE,warned,133,vi,1,You will see 1 image,Different,,,3.bmp,,,1.bmp,,
,,,filler,au,False,EROSION,worn,134,vi,1,You will see 1 image,Different,,,a.bmp,,,k.bmp,,
,,,filler,au,False,BEGGAR,rich,135,vi,1,You will see 1 image,Different,,,6.bmp,,,4.bmp,,
,,,filler,au,False,TOMATO,beige,136,vi,1,You will see 1 image,Different,,,b.bmp,,,8.bmp,,
,,,filler,au,False,CAKE,potbellied,137,vi,1,You will see 1 image,Different,,,3.bmp,,,h.bmp,,
,,,filler,au,False,BAR,grilled,138,vi,1,You will see 1 image,Different,,,4.bmp,,,l.bmp,,
,,,filler,au,False,DEMON,pitched,139,vi,3,You will see 3 images,Different,,,k.bmp,a.bmp,8.bmp,l.bmp,3.bmp,9.bmp
,,,filler,au,False,CLEANLINESS,dusty,140,vi,3,You will see 3 images,Different,,,8.bmp,l.bmp,2.bmp,9.bmp,7.bmp,2.bmp
,,,filler,au,False,NIGHTMARE,desirable,141,vi,3,You will see 3 images,Different,,,c.bmp,h.bmp,10.bmp,c.bmp,d.bmp,7.bmp
,,,filler,au,False,SPINACH,drunk,142,vi,3,You will see 3 images,Different,,,g.bmp,e.bmp,c.bmp,a.bmp,e.bmp,a.bmp
,,,filler,au,False,ERROR,controlled,143,vi,3,You will see 3 images,Different,,,5.bmp,5.bmp,11.bmp,9.bmp,5.bmp,2.bmp
,,,filler,au,False,ETERNITY,seen,144,vi,3,You will see 3 images,Different,,,h.bmp,c.bmp,f.bmp,h.bmp,g.bmp,k.bmp
,,,filler,F,False,VISION,leaden,145,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,filler,F,False,COCKROACH,glowing,146,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,filler,F,False,HAPPINESS,corkscrewed,147,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,filler,F,False,DISEASE,snowy,148,vi,0,You will see 0 images,Same,,,rien,,,rien,,
,,,filler,F,False,SOCK,relaxed,149,vi,1,You will see 1 image,Same,,,11.bmp,,,11.bmp,,
,,,filler,F,False,SPIRIT,spongey,150,vi,1,You will see 1 image,Same,,,k.bmp,,,k.bmp,,
,,,filler,F,False,CIGARETTE,breathless,151,vi,1,You will see 1 image,Same,,,9.bmp,,,9.bmp,,
,,,filler,F,False,IDEA,unmarried,152,vi,3,You will see 3 images,Same,,,9.bmp,g.bmp,5.bmp,9.bmp,g.bmp,5.bmp
,,,filler,F,False,SHORTAGE,missing,153,vi,3,You will see 3 images,Same,,,3.bmp,5.bmp,6.bmp,3.bmp,5.bmp,6.bmp
,,,filler,F,False,CRISIS,rich,154,vi,3,You will see 3 images,Same,,,c.bmp,a.bmp,k.bmp,c.bmp,a.bmp,k.bmp
,,,filler,F,False,CHAOS,destroyed,155,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,filler,F,False,HUMOR,dull,156,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,filler,F,False,FREEDOM,solar,157,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,filler,F,False,FIRE,held,158,au,0,You will hear 0 sounds,Same,rien,rien,,,,,,
,,,filler,F,False,ANGER,greasy,159,au,1,You will hear 1 sound,Same,1.wav,1.wav,,,,,,
,,,filler,F,False,CANDOUR,silent,160,au,1,You will hear 1 sound,Same,8.wav,8.wav,,,,,,
,,,filler,F,False,REGRET,liquid,161,au,1,You will hear 1 sound,Same,9.wav,9.wav,,,,,,
,,,filler,F,False,PAIN,cardboard,162,au,3,You will hear 3 sounds,Same,32.wav,32.wav,,,,,,
,,,filler,F,False,LIQUID,solid,163,au,3,You will hear 3 sounds,Same,35.wav,35.wav,,,,,,
,,,filler,F,False,GASOLINE,creamy,164,au,3,You will hear 3 sounds,Same,39.wav,39.wav,,,,,,
,,,filler,F,True,CHILD,kissed,165,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,F,True,INJURY,worrying,166,au,1,You will hear 1 sound,Different,7.wav,3.wav,,,,,,
,,,filler,F,True,HORSE,brushed,167,au,1,You will hear 1 sound,Different,9.wav,5.wav,,,,,,
,,,filler,F,True,BUCKET,emptied,168,au,1,You will hear 1 sound,Different,4.wav,10.wav,,,,,,
,,,filler,F,True,STONE,thrown,169,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,F,True,FILTH,disgusting,170,au,0,You will hear 0 sounds,Different,rien,rien,,,,,,
,,,filler,F,True,JUICE,poured,171,au,3,You will hear 3 sounds,Different,38.wav,36.wav,,,,,,
,,,filler,F,True,VICTIM,afflicted,172,au,1,You will hear 1 sound,Different,9.wav,2.wav,,,,,,
,,,filler,F,True,MOWER,pushed,173,au,1,You will hear 1 sound,Different,3.wav,5.wav,,,,,,
,,,filler,F,True,SNAKE,dangerous,174,au,3,You will hear 3 sounds,Different,38.wav,37.wav,,,,,,
,,,filler,F,True,LOUSE,disgusting,175,au,3,You will hear 3 sounds,Different,31.wav,38.wav,,,,,,
,,,filler,F,True,BIRTHDAY,happy,176,au,3,You will hear 3 sounds,Different,35.wav,32.wav,,,,,,
,,,filler,F,True,DRAWING,sketched,177,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,F,True,HANDLE,grasped,178,vi,0,You will see 0 images,Different,,,rien,,,rien,,
,,,filler,F,True,FRISBEE,thrown,179,vi,1,You will see 1 image,Different,,,7.bmp,,,1.bmp,,
,,,filler,F,True,TROUT,caught,180,vi,1,You will see 1 image,Different,,,k.bmp,,,a.bmp,,
,,,filler,F,True,COUPLE,happy,181,vi,1,You will see 1 image,Different,,,4.bmp,,,7.bmp,,
,,,filler,F,True,HOPE,encouraging,182,vi,1,You will see 1 image,Different,,,l.bmp,,,b.bmp,,
,,,filler,F,True,ACCIDENT,sad,183,vi,3,You will see 3 images,Different,,,g.bmp,8.bmp,b.bmp,c.bmp,4.bmp,1.bmp
,,,filler,F,True,MONEY,delightful,184,vi,3,You will see 3 images,Different,,,e.bmp,d.bmp,c.bmp,6.bmp,e.bmp,a.bmp
