id,participant_id,task,item,item_id,item_type,version,version_id,condition,trial_index,trial_id,block_id,key_press,response,correct_response,is_correct,reaction_time
174,10,PV,113,113,filler,,,vi,424,2_16,2,3,False,False,True,1336.0
175,10,PV,137,137,filler,,,au,427,2_17,2,3,False,False,True,1408.0
176,10,WM,137,137,filler,1,,vi,429,2_17,2,b,Different,Different,True,1974.0
177,10,PV,5,5,critical,,,vi,430,2_18,2,1,True,True,True,834.0
178,10,PV,150,150,filler,,,F,433,2_19,2,3,False,False,True,2121.0
179,10,WM,150,150,filler,1,,vi,435,2_19,2,b,Different,Same,False,2473.0
180,10,PV,80,80,filler,,,vi,438,2_20,2,3,False,False,True,1844.0
181,10,WM,80,80,filler,1,,vi,440,2_20,2,b,Different,Different,True,716.0
182,10,PV,108,108,filler,,,au,443,2_21,2,3,False,False,True,1211.0
183,10,WM,108,108,filler,3,,au,445,2_21,2,b,Different,Different,True,1784.0
184,10,PV,165,165,filler,,,F,446,2_22,2,1,True,True,True,1159.0
185,10,PV,89,89,filler,,,vi,451,2_23,2,3,False,False,True,5753.0
186,10,WM,89,89,filler,3,,vi,455,2_23,2,c,Same,Different,False,1110.0
187,10,PV,72,72,critical,,,au,458,2_24,2,1,True,True,True,17206.0
188,10,WM,72,72,critical,3,,au,460,2_24,2,c,Same,Same,True,821.0
189,10,PV,54,54,critical,,,au,465,2_25,2,1,True,True,True,1106.0
190,10,WM,54,54,critical,3,,vi,469,2_25,2,c,Same,Same,True,609.0
191,10,PV,41,41,critical,,,au,470,2_26,2,1,True,True,True,1069.0
192,10,PV,157,157,filler,,,F,471,2_27,2,3,False,False,True,1052.0
193,10,PV,61,61,critical,,,au,474,2_28,2,1,True,True,True,2507.0
194,10,WM,61,61,critical,1,,au,476,2_28,2,c,Same,Same,True,899.0
195,10,PV,93,93,filler,,,au,477,2_29,2,1,True,False,False,1290.0
196,10,PV,44,44,critical,,,au,480,2_30,2,1,True,True,True,1065.0
197,10,WM,44,44,critical,1,,vi,482,2_30,2,c,Same,Same,True,584.0
198,10,PV,25,25,critical,,,vi,485,2_31,2,1,True,True,True,3098.0
199,10,WM,25,25,critical,1,,au,487,2_31,2,c,Same,Same,True,611.0
200,10,PV,73,73,filler,,,vi,488,2_32,2,3,False,False,True,1429.0
201,10,PV,99,99,filler,,,au,491,2_33,2,3,False,False,True,1498.0
202,10,WM,99,99,filler,1,,au,493,2_33,2,b,Different,Different,True,769.0
203,10,PV,63,63,critical,,,au,496,2_34,2,1,True,True,True,2455.0
204,10,WM,63,63,critical,1,,au,498,2_34,2,c,Same,Same,True,493.0
205,10,PV,87,87,filler,,,vi,503,2_35,2,3,False,False,True,1287.0
206,10,WM,87,87,filler,3,,vi,507,2_35,2,b,Different,Different,True,719.0
207,10,PV,32,32,critical,,,vi,510,2_36,2,3,False,True,False,961.0
208,10,WM,32,32,critical,3,,au,512,2_36,2,c,Same,Same,True,230.0
209,10,PV,97,97,filler,,,au,515,2_37,2,3,False,False,True,2464.0
210,10,WM,97,97,filler,1,,au,517,2_37,2,b,Different,Different,True,1163.0
211,10,PV,105,105,filler,,,au,520,2_38,2,1,True,False,False,1232.0
212,10,WM,105,105,filler,3,,au,522,2_38,2,b,Different,Different,True,2030.0
213,10,PV,98,98,filler,,,au,525,2_39,2,3,False,False,True,1361.0
214,10,WM,98,98,filler,1,,au,527,2_39,2,b,Different,Different,True,1330.0
215,10,PV,85,85,filler,,,vi,532,2_40,2,3,False,False,True,1848.0
216,10,WM,85,85,filler,3,,vi,536,2_40,2,c,Same,Different,False,712.0
217,10,PV,172,172,filler,,,F,539,2_41,2,3,False,True,False,1217.0
218,10,WM,172,172,filler,1,,au,541,2_41,2,b,Different,Different,True,2917.0
219,10,PV,179,179,filler,,,F,544,2_42,2,1,True,True,True,1010.0
220,10,WM,179,179,filler,1,,vi,546,2_42,2,b,Different,Different,True,571.0
221,10,PV,68,68,critical,,,au,549,2_43,2,1,True,True,True,1032.0
222,10,WM,68,68,critical,3,,au,551,2_43,2,c,Same,Same,True,528.0
223,10,PV,78,78,filler,,,vi,552,2_44,2,3,False,False,True,1243.0
224,10,PV,59,59,critical,,,au,553,2_45,2,1,True,True,True,1152.0
225,10,PV,138,138,filler,,,au,556,2_46,2,3,False,False,True,1954.0
226,10,WM,138,138,filler,1,,vi,558,2_46,2,b,Different,Different,True,833.0
227,10,PV,143,143,filler,,,au,563,2_47,2,3,False,False,True,1154.0
228,10,WM,143,143,filler,3,,vi,567,2_47,2,b,Different,Different,True,693.0
229,10,PV,17,17,critical,,,vi,572,2_48,2,1,True,True,True,995.0
230,10,WM,17,17,critical,3,,vi,576,2_48,2,c,Same,Same,True,910.0
231,10,PV,2,2,critical,,,vi,577,2_49,2,1,True,True,True,2458.0
232,10,PV,122,122,filler,,,vi,580,2_50,2,3,False,False,True,1587.0
233,10,WM,122,122,filler,3,,au,582,2_50,2,b,Different,Different,True,277.0
234,10,PV,123,123,filler,,,vi,585,2_51,2,3,False,False,True,1236.0
235,10,WM,123,123,filler,3,,au,587,2_51,2,b,Different,Different,True,276.0
236,10,PV,28,28,critical,,,vi,590,2_52,2,3,False,True,False,1004.0
237,10,WM,28,28,critical,1,,au,592,2_52,2,c,Same,Same,True,2135.0
238,10,PV,162,162,filler,,,F,595,2_53,2,3,False,False,True,1731.0
239,10,WM,162,162,filler,3,,au,597,2_53,2,b,Different,Same,False,116.0
240,10,PV,11,11,critical,,,vi,600,2_54,2,1,True,True,True,825.0
241,10,WM,11,11,critical,1,,vi,602,2_54,2,c,Same,Same,True,1194.0
242,10,PV,127,127,filler,,,au,603,2_55,2,1,True,False,False,2112.0
243,10,PV,53,53,critical,,,au,608,2_56,2,1,True,True,True,2278.0
244,10,WM,53,53,critical,3,,vi,612,2_56,2,b,Different,Same,False,324.0
245,10,PV,183,183,filler,,,F,617,2_57,2,3,False,True,False,1069.0
246,10,WM,183,183,filler,3,,vi,621,2_57,2,c,Same,Different,False,731.0
247,10,PV,23,23,critical,,,vi,622,2_58,2,1,True,True,True,1234.0
248,10,PV,114,114,filler,,,vi,623,2_59,2,3,False,False,True,1715.0
249,10,PV,86,86,filler,,,vi,628,2_60,2,3,False,False,True,1743.0
250,10,WM,86,86,filler,3,,vi,632,2_60,2,c,Same,Different,False,811.0
251,10,PV,182,182,filler,,,F,635,2_61,2,1,True,True,True,2432.0
252,10,WM,182,182,filler,1,,vi,637,2_61,2,c,Same,Different,False,1478.0
253,10,PV,84,84,filler,,,vi,642,3_0,3,3,False,False,True,1870.0
254,10,WM,84,84,filler,1,,vi,644,3_0,3,b,Different,Different,True,1504.0
255,10,PV,52,52,critical,,,au,649,3_1,3,1,True,True,True,1321.0
256,10,WM,52,52,critical,3,,vi,653,3_1,3,c,Same,Same,True,87.0
257,10,PV,82,82,filler,,,vi,656,3_2,3,3,False,False,True,1955.0
258,10,WM,82,82,filler,1,,vi,658,3_2,3,b,Different,Different,True,1039.0
259,10,PV,21,21,critical,,,vi,659,3_3,3,1,True,True,True,1899.0
260,10,PV,106,106,filler,,,au,662,3_4,3,3,False,False,True,2056.0
261,10,WM,106,106,filler,3,,au,664,3_4,3,b,Different,Different,True,6375.0
262,10,PV,164,164,filler,,,F,667,3_5,3,3,False,False,True,1180.0
263,10,WM,164,164,filler,3,,au,669,3_5,3,b,Different,Same,False,1689.0
264,10,PV,158,158,filler,,,F,670,3_6,3,3,False,False,True,1976.0
265,10,PV,130,130,filler,,,au,671,3_7,3,3,False,False,True,1869.0
266,10,PV,112,112,filler,,,vi,672,3_8,3,3,False,False,True,3210.0
267,10,PV,69,69,critical,,,au,675,3_9,3,1,True,True,True,2119.0
268,10,WM,69,69,critical,3,,au,677,3_9,3,c,Same,Same,True,2792.0
269,10,PV,128,128,filler,,,au,678,3_10,3,3,False,False,True,1728.0
270,10,PV,45,45,critical,,,au,681,3_11,3,1,True,True,True,1595.0
271,10,WM,45,45,critical,1,,vi,683,3_11,3,c,Same,Same,True,589.0
272,10,PV,71,71,critical,,,au,686,3_12,3,1,True,True,True,1247.0
273,10,WM,71,71,critical,3,,au,688,3_12,3,c,Same,Same,True,356.0
274,10,PV,15,15,critical,,,vi,693,3_13,3,1,True,True,True,1626.0
275,10,WM,15,15,critical,3,,vi,697,3_13,3,c,Same,Same,True,348.0
276,10,PV,147,147,filler,,,F,698,3_14,3,3,False,False,True,1355.0
277,10,PV,9,9,critical,,,vi,701,3_15,3,1,True,True,True,2229.0
278,10,WM,9,9,critical,1,,vi,703,3_15,3,c,Same,Same,True,354.0
279,10,PV,66,66,critical,,,au,706,3_16,3,1,True,True,True,1680.0
280,10,WM,66,66,critical,1,,au,708,3_16,3,c,Same,Same,True,890.0
281,10,PV,159,159,filler,,,F,711,3_17,3,3,False,False,True,1109.0
282,10,WM,159,159,filler,1,,au,713,3_17,3,c,Same,Same,True,890.0
283,10,PV,90,90,filler,,,vi,718,3_18,3,3,False,False,True,3767.0
284,10,WM,90,90,filler,3,,vi,722,3_18,3,b,Different,Different,True,1304.0
285,10,PV,156,156,filler,,,F,723,3_19,3,3,False,False,True,1708.0
286,10,PV,152,152,filler,,,F,728,3_20,3,3,False,False,True,1120.0
287,10,WM,152,152,filler,3,,vi,732,3_20,3,c,Same,Same,True,709.0
288,10,PV,141,141,filler,,,au,737,3_21,3,3,False,False,True,1343.0
289,10,WM,141,141,filler,3,,vi,741,3_21,3,b,Different,Different,True,1017.0
290,10,PV,109,109,filler,,,vi,742,3_22,3,3,False,False,True,1110.0
291,10,PV,92,92,filler,,,au,743,3_23,3,3,False,False,True,1517.0
292,10,PV,180,180,filler,,,F,746,3_24,3,3,False,True,False,92036.0
293,10,WM,180,180,filler,1,,vi,748,3_24,3,b,Different,Different,True,1904.0
294,10,PV,4,4,critical,,,vi,749,3_25,3,1,True,True,True,1440.0
295,10,PV,95,95,filler,,,au,750,3_26,3,3,False,False,True,1518.0
296,10,PV,126,126,filler,,,vi,753,3_27,3,3,False,False,True,1463.0
297,10,WM,126,126,filler,3,,au,755,3_27,3,b,Different,Different,True,1620.0
298,10,PV,131,131,filler,,,au,756,3_28,3,3,False,False,True,1512.0
299,10,PV,26,26,critical,,,vi,759,3_29,3,1,True,True,True,1143.0
300,10,WM,26,26,critical,1,,au,761,3_29,3,c,Same,Same,True,1136.0
301,10,PV,136,136,filler,,,au,764,3_30,3,3,False,False,True,1576.0
302,10,WM,136,136,filler,1,,vi,766,3_30,3,b,Different,Different,True,3482.0
303,10,PV,75,75,filler,,,vi,767,3_31,3,3,False,False,True,4153.0
304,10,PV,145,145,filler,,,F,768,3_32,3,3,False,False,True,1198.0
305,10,PV,58,58,critical,,,au,769,3_33,3,1,True,True,True,2030.0
306,10,PV,20,20,critical,,,vi,770,3_34,3,1,True,True,True,1270.0
307,10,PV,166,166,filler,,,F,773,3_35,3,1,True,True,True,1496.0
308,10,WM,166,166,filler,1,,au,775,3_35,3,b,Different,Different,True,953.0
309,10,PV,116,116,filler,,,vi,778,3_36,3,3,False,False,True,1277.0
310,10,WM,116,116,filler,1,,au,780,3_36,3,b,Different,Different,True,823.0
311,10,PV,178,178,filler,,,F,781,3_37,3,1,True,True,True,1053.0
312,10,PV,169,169,filler,,,F,782,3_38,3,1,True,True,True,1216.0
313,10,PV,31,31,critical,,,vi,785,3_39,3,1,True,True,True,1494.0
314,10,WM,31,31,critical,3,,au,787,3_39,3,c,Same,Same,True,1732.0
315,10,PV,117,117,filler,,,vi,790,3_40,3,3,False,False,True,1740.0
316,10,WM,117,117,filler,1,,au,792,3_40,3,b,Different,Different,True,739.0
317,10,PV,3,3,critical,,,vi,793,3_41,3,1,True,True,True,1378.0
318,10,PV,124,124,filler,,,vi,796,3_42,3,3,False,False,True,1810.0
319,10,WM,124,124,filler,3,,au,798,3_42,3,b,Different,Different,True,3235.0
320,10,PV,176,176,filler,,,F,801,3_43,3,3,False,True,False,1046.0
321,10,WM,176,176,filler,3,,au,803,3_43,3,c,Same,Different,False,641.0
322,10,PV,39,39,critical,,,au,804,3_44,3,1,True,True,True,1963.0
323,10,PV,134,134,filler,,,au,807,3_45,3,3,False,False,True,1738.0
324,10,WM,134,134,filler,1,,vi,809,3_45,3,b,Different,Different,True,946.0
325,10,PV,101,101,filler,,,au,812,3_46,3,3,False,False,True,1618.0
326,10,WM,101,101,filler,1,,au,814,3_46,3,b,Different,Different,True,729.0
327,10,PV,46,46,critical,,,au,817,3_47,3,1,True,True,True,2390.0
328,10,WM,46,46,critical,1,,vi,819,3_47,3,b,Different,Same,False,3656.0
